Date,Open,High,Low,Close,Volume,Ticker,Daily_Return,MA5,MA20,Rolling_Volatility_14d,High_Low_Ratio,Volume_Change,RSI,MACD,MACD_Signal,BB_Mid,BB_Upper,BB_Lower,Momentum,Volume_Pressure,SPY_Return,Excess_Return,Risk_Threshold,Risk_Label,MACD_diff,MACD_change,MACD_signal_change,MACD_momentum,MA_ratio,Price_MA5,Price_MA20,MA_diff,MA_slope,MA_acceleration,BB_width,BB_position,BB_upper_dist,BB_lower_dist,RSI_change,RSI_ma5,RSI_volatility,Return_5d,Return_10d,Return_std_5d,Return_std_10d,Return_skew_10d,Return_kurt_10d,Volume_MA5,Volume_MA20,Volume_ratio,Volume_std_10,Volume_spike,Volatility_5d,Volatility_10d,Volatility_ratio,Volatility_change,Market_relative_return,Return_SPY_ratio,Momentum_market
2023-02-08,98.16866122858087,98.63033357441186,97.99110447350203,98.3310017089338,6539361.684120768,SPY,0.0028106450530578,98.63320828897852,98.53388111632384,0.0094193892573299,0.0065007890675412,-0.153207904587156,48.88757871496801,-0.2570991349045499,-0.3377015546381531,98.53388111632384,100.372557853348,96.69520437929968,-0.223183114916992,-0.8412858710155853,0.0028106450530578,0.0,-0.0188387785146599,0.0,0.08060241973360321,0.0073978012921572245,0.020150604933400817,-0.012752803641243593,1.00100805095191,0.9969360564734008,0.9979410188141221,0.09932717265468227,-0.006554014838414446,-0.11241352392468684,0.03732070057919499,0.4448300499743101,0.020762080208003384,0.0166356215354765,4.190143489615046,46.99395291356043,2.9918786793703047,-0.00026644485046790206,0.0184616897716045,0.005773766834131971,0.010254181769000737,-1.3928829002476557,1.75230009306152,18169207.70021189,41202139.50682937,0.35991452087613623,33015265.046432074,0.15871412898441475,0.005773766834131971,0.010254181769000737,0.6129661569765779,-8.498634162939882e-05,0.0,1.0,-0.0006272885178674741
2023-02-09,97.19505238037156,97.24351597218067,96.6076222498384,97.07821422950477,56684915.25662915,SPY,-0.0127405137510686,98.2380486418729,98.40034206103824,0.0100054240363155,0.0065503236476822,7.668264273296662,43.52761004705906,-0.3483106948163765,-0.3398233826737978,98.40034206103824,100.25530908388284,96.5453750381936,-1.4584462418136468,0.3048959564660759,-0.0127405137510686,0.0,-0.020010848072631,0.0,-0.008487312142578696,-0.09121155991182661,-0.0021218280356447017,-0.08908973187618191,0.998350682367906,0.9881936334403759,0.9865637882568197,-0.16229341916535134,-0.3951596471056291,-0.3886056322672147,0.03770245070274193,0.14362497681873937,0.03272716622976839,0.005488761773588787,-5.359968667908944,45.74523233939511,3.0079099568339855,-0.0200241832300199,-0.0032199604300021008,0.006446809263892671,0.01086154044622386,-0.7875424919429472,-0.2911982331837863,22304324.746300705,43440180.02028563,2.541431578915235,30013122.611881845,1.3048959564660763,0.006446809263892671,0.01086154044622386,0.6443314386770069,0.0005860347789855992,0.0,1.0,0.01858135439902109
2023-02-10,97.0644538426004,97.48978611472133,96.99157284876152,96.26466402484768,89354109.11411527,SPY,-0.0083803581587702,97.7237099303981,98.25837255071524,0.0101467321068882,0.0051754532258191,0.5763295880320742,42.34675056723764,-0.4807019823573597,-0.3679991026105101,98.25837255071524,100.31069296448568,96.2060521369448,-1.7726228773271089,0.9614585637617028,-0.0083803581587702,0.0,-0.0202934642137765,0.0,-0.11270287974684962,-0.13239128754098323,-0.028175719936712307,-0.10421556760427092,0.9945586049673154,0.9850696836357359,0.9797095303523522,-0.5346626203171354,-0.5143387114747924,-0.11917906436916326,0.04177395494131862,0.014279419409757507,0.042030260850374465,0.000608861917263239,-1.1808594798214216,45.318199233568215,3.0155700741287497,-0.0262072060421963,-0.0226876469229288,0.0066044979385677235,0.010320545761256027,-0.4550700343652229,-0.579846017582658,33613327.01702807,45554930.78719499,2.658294106645547,31506901.43804608,1.961458563761703,0.0066044979385677235,0.010320545761256027,0.6508990154656986,0.00014130807057270017,0.0,1.0,0.014855214592430943
2023-02-11,97.27817597551778,97.68431401851348,96.91457471178168,96.8333405998478,58377875.94650881,SPY,0.0059074280345829,97.31252466786586,98.10146025823006,0.0098371471193375,0.0079491144471888,-0.3466682559393694,49.7502234873498,-0.533584751714443,-0.4011162324312967,98.10146025823006,100.08084216499148,96.12207835146864,-0.0549535059304275,0.2687621628462163,0.0059074280345829,0.0,-0.019674294238675,0.0,-0.1324685192831463,-0.05288276935708325,-0.03311712982078657,-0.019765639536296675,0.9919579628245339,0.9950758232853012,0.9870733865220332,-0.7889355903642041,-0.41118526253224275,0.10315344894254963,0.04035377050557942,0.17966776546495125,0.03353701881011821,0.007345220602461326,7.403472920112158,45.841919608393496,3.095279791661167,-0.02083510055067,-0.0279833975251628,0.008056549425113285,0.009667674408918863,-0.6398012916356387,-0.42376206925657606,43735754.697720684,46011677.88259828,1.33478606577129,31934675.30547155,1.2687621628462162,0.008056549425113285,0.009667674408918863,0.8189924708227672,-0.00030958498755070084,0.0,1.0,-0.00032463388153202506
2023-02-12,96.83387771740716,97.40692448966163,96.69269964378056,97.45459910339255,25683247.557273336,SPY,0.0064157499854524,97.19236393330532,98.00155823538796,0.0099319117557045,0.007328795690015,-0.5600516952551221,53.86616649610834,-0.5193773000537192,-0.4247684459557812,98.00155823538796,99.893558627342,96.10955784343392,0.8747832184561872,-0.4470874047381082,0.0064157499854524,0.0,-0.019863823511409,0.0,-0.09460885409793796,0.014207451660723791,-0.023652213524484544,0.037859665185208335,0.9917430465734121,1.002698104660436,0.9944188731093268,-0.8091943020826449,-0.12016073456054244,0.2910245279717003,0.038611638958019105,0.35545480478719327,0.025026623129010907,0.013801721748725671,4.115943008758542,47.67566586254457,3.685498928857321,-0.0059870488367457005,-0.0004749866319214025,0.008794052283071856,0.007569833056075815,-0.5512100757409408,-1.224085773457638,47327901.91172947,46450827.449695274,0.5426660916677599,26645140.271954555,0.5529125952618917,0.008794052283071856,0.007569833056075815,0.8854339929088574,9.476463636700141e-05,0.0,1.0,0.005612390421084287
2023-02-13,96.5367090160548,96.68071403430234,96.33191849634248,96.68015629686828,62865442.998349965,SPY,-0.0079467035280978,96.86219485089222,97.87788671578438,0.0098781304400735,0.0036077262524157,1.4477217243715297,46.60024229694453,-0.5641061894433648,-0.4526359946532979,97.87788671578438,99.77616580763194,95.97960762393684,-0.7631929002631637,0.3035711779796944,-0.0079467035280978,0.0,-0.019756260880147,0.0,-0.11147019479006687,-0.04472888938964559,-0.027867548697516675,-0.016861340692128912,0.9896228668295475,0.9981206439281686,0.987763013085948,-1.0156918648921618,-0.33016908241309295,-0.21000834785255051,0.03878872246924842,0.18452204313371165,0.03202321582163136,0.007246044066998735,-7.265924199163813,47.21819857893988,3.5177001516275577,-0.016744397417901298,-0.0170108422683692,0.008883774188876604,0.007273877166171411,-0.16282194528215527,-1.6631122804535627,58593118.17457531,48225554.584430374,1.0729151299141562,27931831.973850574,1.3035711779796946,0.008883774188876604,0.007273877166171411,0.8993376067233327,-5.3781315630999776e-05,0.0,1.0,0.0060648677131404745
2023-02-14,97.193654551925,97.56518625136025,96.73785851127876,97.37266450198436,39481400.31118428,SPY,0.0071628784193278,96.92108490538811,97.81881069969106,0.00957454530863,0.0084965092032026,-0.3719697431827442,44.68884147351565,-0.537478810757122,-0.4696045578740628,97.81881069969106,99.70195043600968,95.93567096337244,-1.151071101675555,-0.1476565517132762,0.0071628784193278,0.0,-0.0191490906172601,0.0,-0.0678742528830592,0.026627378686242764,-0.0169685632207649,0.04359594190700766,0.9908225648228437,1.0046592503275946,0.9954390551825826,-0.8977257943029429,0.058890054495890354,0.3890591369089833,0.03850260952568637,0.3815419299210153,0.023921353553777436,0.014757668858724008,-1.9114008234288775,47.45044486423119,3.4564745148559672,0.0031589947524951,-0.0168651884775248,0.008042870000397403,0.007293394303905087,-0.15691744462630175,-1.6591860692863922,55152415.18548633,46320999.34661896,0.715859861773996,27920650.54250943,0.8523434482867237,0.008042870000397403,0.007293394303905087,0.8400263136410223,-0.0003035851314435005,0.0,1.0,-0.008244982353303709
2023-02-15,97.31085037214824,97.31704030001502,97.02921764235334,97.88616732259712,99320768.88604312,SPY,0.0052735829222616,97.24538556493802,97.786286042255,0.0091234246592713,0.0029403813177516,1.515634402610273,41.502365262888034,-0.4695286017574034,-0.469589366650731,97.786286042255,99.63945368991484,95.93311839459516,-1.7413472909970975,1.0182262016774275,0.0052735829222616,0.0,-0.0182468493185427,0.0,6.0764893327569514e-05,0.0679502089997186,1.519122333182299e-05,0.06793501777638677,0.9944685446271755,1.0065893281612956,1.00102142421381,-0.5409004773169812,0.3243006595499054,0.26541060505401504,0.03790240375545221,0.526948797770198,0.01791148244204449,0.019952246383959697,-3.1864762106276174,47.28156780336128,3.773060838635042,0.016812935833526898,-0.009394270208669401,0.006359877998882385,0.007610979097663157,-0.40123655193178487,-1.7928539488355082,57145747.13987191,49211911.3325819,1.73802555495411,33681655.61435748,2.0182262016774275,0.006359877998882385,0.007610979097663157,0.6970932776234879,-0.0004511206493586998,0.0,1.0,-0.009183139335528794
2023-02-16,97.89582187272671,97.9199570890383,97.2544546987696,98.09719896382002,26306322.27463545,SPY,0.0021558882832484,97.49815723773249,97.78928164533724,0.0071249268854445,0.0067841120572071,-0.7351377504455455,53.41739308738594,-0.3941060723095688,-0.4544927077824985,97.78928164533724,99.6443503777533,95.9342129129212,0.5710937330561308,-0.4386592766546948,0.0021558882832484,0.0,-0.0142498537708891,0.0,0.06038663547292972,0.07542252944783462,0.015096658868232471,0.06032587057960215,0.9970229415462872,1.0061441338283643,1.0031487839290971,-0.2911244076047552,0.25277167279446644,-0.07152898675543895,0.03794012393186454,0.5829935066831026,0.015771616623874194,0.022049417044991984,11.915027824497905,48.0150017233685,4.398736620784106,0.013061396082192398,-0.0077737044684776015,0.006203976339695795,0.007662944695447329,-0.4642837021519718,-1.799271112179943,50731436.40549723,46863377.58975181,0.5185408523497851,31841097.837650627,0.5613407233453053,0.006203976339695795,0.007662944695447329,0.8707424566517148,-0.0019984977738268005,0.0,1.0,0.0012312142877323017
2023-02-17,98.10166920227026,98.63985782901456,97.92429073058996,97.87819130544612,20542862.988844663,SPY,-0.0022325577150746,97.58287567814318,97.83877650532064,0.006750071150344,0.0073107920046412,-0.2190902713659792,46.86197264637885,-0.3479938060619219,-0.4331929274383833,97.83877650532064,99.6448021837163,96.032750826925,-0.4855804776797612,-0.5607688050839952,-0.0022325577150746,0.0,-0.013500142300688,0.0,0.0851991213764614,0.046112266247646916,0.021299780344115227,0.02481248590353169,0.9973844641529881,1.0030263058477287,1.000402854589288,-0.2559008271774559,0.08471844041069687,-0.16805323238376957,0.03691840276227155,0.5109120265002243,0.01804907563889438,0.018854460364537234,-6.555420441007087,46.6141629534226,4.329464665996331,0.004413088381665398,-0.0015739604550803012,0.006082859103243141,0.0072123536544014015,-0.7151665769272152,-1.0799085644646134,49703359.4918115,46770045.54007855,0.41330934566362754,30293990.79225963,0.4392311949160048,0.006082859103243141,0.0072123536544014015,0.9011548127064029,-0.0003748557351004999,0.0,1.0,0.0010840864417335605
